algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.45884798884391786,1.972528685927391,nan,0.2351820106804371,0.23519558623433112,,0.0,nan,0,369,0,49789
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.57311748534441,1.705694381594658,nan,0.20438385389745237,0.2059382442633311,,0.0,nan,0,167,0,51043
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6227709832787514,1.4810870897769928,nan,0.1875150316208601,0.19050364658236504,,nan,nan,0,317,0,50783
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.6514079836010933,1.3049795728921891,nan,0.16598108187317848,0.16959486310680708,,0.0,nan,0,149,0,51093
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.6739139828085899,1.1753667330741882,nan,0.14283809266984462,0.14641972755392393,,nan,nan,0,167,0,50801
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.6910239824652672,1.0812103575468064,nan,0.12292341843247413,0.12658372814456623,,nan,nan,0,163,0,50401
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.7025489816069603,1.010987033545971,nan,0.1072154500707984,0.11100252605974674,,0.0,nan,0,602,0,50044
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.7104744806885719,0.9571294066309929,nan,0.09534985531121493,0.09930430948734284,,nan,nan,0,140,0,51346
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.7167204821109772,0.9141112077236175,nan,0.08635389249771834,0.09056979969143868,,0.0,nan,0,252,0,51418
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.7230514797568321,0.8789163601398468,nan,0.0792676593735814,0.08367078731457392,,0.0,nan,0,227,0,51401
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.7278524821996689,0.8497296079993248,nan,0.07356443647295237,0.07845317674179872,,0.0,nan,0,491,0,50665
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.7326219823956489,0.8245434236526489,nan,0.06853706918656827,0.07404212976495425,,0.0,nan,0,943,0,50651
trimmed-mean,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.7369179826974869,0.802997123003006,nan,0.06454919284209609,0.07053205820421378,,0.0,nan,0,165,0,50427
