algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.3802516558766365,2.095595620473226,nan,0.1751359083255132,0.17505748324096204,,0.0,nan,0,261,0,30539
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.5552803202470143,1.8903634615739187,nan,0.1795126969118913,0.18088081404566764,,0.0,nan,0,157,0,31011
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6516653168201446,1.679739581743876,nan,0.18134743799765904,0.1837416909635067,,0.0,nan,0,414,0,30892
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.710496647755305,1.4798029049237569,nan,0.17625141804416974,0.1797616222500801,,0.0,nan,0,455,0,30927
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.7514456498622895,1.2994378685951233,nan,0.16715763052304586,0.17176614239811897,,0.0,nan,0,389,0,30819
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.7799026475350062,1.1450987009207407,nan,0.15478080501159033,0.15988855734467505,,0.0,nan,0,399,0,30467
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.8002159800132116,1.0185497124989829,nan,0.1404362719754378,0.14585722357034683,,nan,nan,0,51,0,31121
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.8143813129266103,0.9176213244597117,nan,0.12617125449081262,0.13173164144158364,,0.0,nan,0,319,0,30729
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.8247546450297037,0.83777472337087,nan,0.11324419679741064,0.11905581217259169,,0.0,nan,0,161,0,31753
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.8327839787801107,0.7740087682008743,nan,0.10193628303706646,0.10805074047297239,,0.0,nan,0,2,0,31736
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.8389109802246094,0.723061685760816,nan,0.09232531343897184,0.09895415883511305,,0.0,nan,0,244,0,31790
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.8443993129332861,0.68123117963473,nan,0.0842560509343942,0.0912858084589243,,0.0,nan,0,475,0,31205
trimmed-mean,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.8485749799013138,0.6469487297534943,nan,0.07758665598928928,0.0849708566814661,,0.0,nan,0,611,0,30089
